0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 
0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 
0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 
0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 
0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 
0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 
0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 
0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 
0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 
0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 
0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 
0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 
0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 
0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 
0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 
0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 
0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 
0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 
0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 
0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 0.758676	 
0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 0.778435	 
0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 0.797671	 
0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 0.816434	 
0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 0.834759	 
0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 0.852673	 
0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 0.870194	 
0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 0.887339	 
0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 0.904115	 
0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 0.920524	 
0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 0.936563	 
0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 0.952220	 
0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 0.967473	 
0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 0.982290	 
0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 0.996625	 
1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 1.010419	 
1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 1.023594	 
1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 1.036052	 
1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 1.047675	 
1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 1.058319	 
1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 1.067818	 
1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 1.075975	 
1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 1.082567	 
1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 1.087347	 
1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 1.090037	 
1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 1.090341	 
1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 1.087937	 
1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 1.082493	 
1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 1.073665	 
1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 1.061105	 
1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 1.044472	 
1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 1.023439	 
0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 0.997698	 
0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 0.966976	 
0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 0.931042	 
0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 0.889711	 
0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 0.842859	 
0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 0.790427	 
0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 0.732429	 
0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 0.668952	 
0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 0.600163	 
0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 0.526310	 
0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 0.447719	 
0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 0.364790	 
0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 0.277994	 
0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 0.187864	 
0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 0.094989	 
0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 
0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 0.026225	 
0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 0.072921	 
0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 0.130267	 
0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 0.193032	 
0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 0.257225	 
0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 0.319772	 
0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 0.378481	 
0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 0.432021	 
0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 0.479844	 
0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 0.522032	 
0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 0.559113	 
0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 0.591862	 
0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 0.621129	 
0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 0.647708	 
0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 0.672270	 
0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 0.695330	 
0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 0.717263	 
0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 0.738322	 
