-120,0
-114,0
-108,0
-102,0
-96,0
-90,0
-84,0
-78,0
-72,0
-66,0
-60,0
-54,0
-48,0
-42,0
-36,0
-30,0
-24,0
-18,0
-12,0
-6,0
0,0
6,0
12,4
18,6
24,4
30,5
36,2
42,0
48,0
54,0
60,0
66,0
72,0
78,0
84,0
90,0
96,0
102,0
108,0
114,0
120,0
