1,5.2812,10.513
2,5.699,10.513
3,5.9527,10.513
4,6.0651,10.513
5,6.4539,10.513
6,6.7706,10.513
7,6.964,10.513
8,7.0952,10.513
9,7.4472,10.513
10,7.7624,10.513
11,7.9903,10.513
12,8.2545,10.513
13,8.3586,10.513
14,8.6324,10.513
15,8.8257,10.513
16,8.9856,10.513
17,9.0097,10.513
18,9.2606,10.513
19,9.4365,10.513
20,9.6239,10.513
21,9.688,10.513
22,9.8965,10.513
23,10.073,10.513
24,10.215,10.513
25,10.297,10.513
26,10.436,10.513
27,10.428,10.513
28,10.494,10.513
29,10.666,10.513
30,10.697,10.513
31,10.778,10.513
32,10.806,10.513
33,10.863,10.513
34,10.878,10.513
35,10.95,10.513
36,11.047,10.513
37,11.184,10.513
38,11.198,10.513
39,11.352,10.513
40,11.445,10.513
41,11.53,10.513
42,11.615,10.513
43,11.749,10.513
44,11.8,10.513
45,11.89,10.513
46,12.032,10.513
47,12.064,10.513
48,12.128,10.513
49,12.232,10.513
50,12.41,10.513
51,12.554,10.513
52,12.608,10.513
53,12.715,10.513
54,12.895,10.513
55,13.012,10.513
56,13.124,10.513
57,13.17,10.513
58,13.376,10.513
59,13.505,10.513
60,13.608,10.513
61,13.698,10.513
62,13.88,10.513
63,13.938,10.513
64,14.08,10.513
65,14.08,10.513
66,14.177,10.513
67,14.31,10.513
68,14.408,10.513
69,14.483,10.513
70,14.545,10.513
71,14.656,10.513
72,14.723,10.513
73,14.861,10.513
74,14.929,10.513
75,14.989,10.513
76,15.056,10.513
77,15.074,10.513
78,15.199,10.513
79,15.23,10.513
80,15.353,10.513
81,15.374,10.513
82,15.448,10.513
83,15.45,10.513
84,15.533,10.513
85,15.659,10.513
86,15.691,10.513
87,15.712,10.513
88,15.824,10.513
89,15.851,10.513
90,15.986,10.513
91,16.009,10.513
92,16.061,10.513
93,16.149,10.513
94,16.221,10.513
95,16.273,10.513
96,16.311,10.513
97,16.386,10.513
98,16.46,10.513
99,16.497,10.513
100,16.58,10.513
